category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Munchies,"Yummiez Chicken Garlic Fingers Pouch",250.00,0,5,250.00,400,FALSE,400
Munchies,"RRO Primio Refined Groundnut (Jar)",490.00,11,6,436.00,2000,FALSE,2
Munchies,"Praakritik Organic Tuvar Dal",140.00,0,6,140.00,500,FALSE,500
Munchies,"Sugarfree Gold Low Calorie Sweetner",185.00,5,3,175.00,300,FALSE,300
Munchies,"Cantina Beans Mexican Beans",250.00,14,6,213.00,410,FALSE,410
Munchies,"Pillsbury Oven Cake Mix - Vanilla",175.00,10,6,156.00,225,FALSE,225
Munchies,"Hershey's Chocolate Milk Booster",200.00,0,6,200.00,450,FALSE,450
Munchies,"Popular Essentials Byadagi Chilli Stemless",80.00,0,6,80.00,100,FALSE,100
Munchies,"Suhana Spice Mix - Chicken Biryani",66.00,0,6,66.00,50,FALSE,50
Munchies,"Praakritik Organic Yellow Moon Dal",135.00,0,6,135.00,500,FALSE,500
Munchies,"Maggi Magic Cubes Extra Chicken",199.00,10,6,179.00,240,FALSE,240
Munchies,"Dhara Filtered Groundnut Oil (Jar)",1050.00,0,2,1050.00,5000,FALSE,5
Munchies,"24 Mantra Sona Masuri Brown Rice",475.00,10,6,423.00,5000,FALSE,5
Munchies,"24 Mantra Organic Pancharatna Dal - Split",130.00,7,6,120.00,500,FALSE,500
Munchies,"24 Mantra Organic Cumin Powder",70.00,0,6,70.00,100,FALSE,100
Munchies,"Popular Essentials Samba Broken Wheat",100.00,11,6,89.00,500,FALSE,500
Munchies,"Betty Crocker Chocolate Fudge Cake Mix",295.00,0,6,295.00,475,FALSE,475
Munchies,"Borges Extra Light Olive Oil Bottle",2600.00,46,6,1399.00,2000,FALSE,2
Munchies,"Flying Bird Premium Orange Artificial Food Essence",60.00,0,6,60.00,20,FALSE,20
Munchies,"Popular Essentials Red Cherry/Gundu Chilli",95.00,0,6,95.00,100,FALSE,100
Munchies,"Super Saver Kolam Rice Sortex Clean",700.00,10,3,630.00,5000,FALSE,5
Munchies,"Flying Bird Food Essence - Kewra",50.00,0,6,50.00,20,FALSE,20
Munchies,"MTR Vada Breakfast",200.00,0,1,200.00,500,FALSE,500
Munchies,"On1y Pasta Seasoning",99.00,0,6,99.00,30,FALSE,30
Munchies,"Praakritik Organic Indrayani Rice",70.00,0,6,70.00,500,FALSE,500
Munchies,"On1y Pizza Seasoning",99.00,0,6,99.00,28,FALSE,28
Munchies,"Kitchens of India Mutter Paneer Mix",120.00,30,4,84.00,285,FALSE,285
Munchies,"Aashirvaad Svasti Cow Ghee Tetra Pack",295.00,0,6,295.00,500,FALSE,500
Munchies,"Weikfield Cooker Cake Mix - Vanilla",95.00,0,6,95.00,150,FALSE,150
Munchies,"Praakritik Organic Kapli Wheat Atta",165.00,10,6,147.00,1000,FALSE,1
Munchies,"Epicurea Sushi Rice",295.00,0,6,295.00,500,FALSE,500
Munchies,"Sugarfree Natural Green Stevia Leaves Zero Calorie",75.00,0,2,75.00,100,FALSE,100
Munchies,"Smith & Jones Italian Spices Masala Mix",99.00,0,6,99.00,75,FALSE,75
Munchies,"Satyam Nighties Spices  Chilli Bore",89.00,10,6,80.00,100,FALSE,100
Munchies,"Weikfield Veg Jelly Crystals - Orange",45.00,2,6,44.00,90,FALSE,90
Munchies,"Praakritik Organic Jumbo Rolled Oats",190.00,11,6,169.00,500,FALSE,500
Munchies,"On1y Sea Salt Grinder",89.00,0,6,89.00,100,FALSE,100
Munchies,"Delight Nuts Berries Mix",399.00,20,6,319.00,200,FALSE,200
Munchies,"Everest Kesari Milk Masala",205.00,0,6,205.00,50,FALSE,20
Munchies,"Praakritik Organic Ginger Powder",139.00,10,6,125.00,100,FALSE,100
Munchies,"Suhana Mutton Gravy Mix",45.00,0,4,45.00,80,FALSE,80
Munchies,"On1y Salad Seasoning Grinder",139.00,0,6,139.00,45,FALSE,45
Munchies,"Figaro Pure Olive Oil",325.00,8,1,299.00,200,FALSE,200
Munchies,"Madhur Sugar",60.00,6,0,56.00,1000,TRUE,1
Munchies,"Amul Fresh Cream",63.00,0,0,63.00,250,TRUE,250
Munchies,"Madhur Pure And Hygienic Sugar",295.00,9,0,266.00,5000,TRUE,5
Munchies,"Satyam Poha Jada",35.00,8,0,32.00,500,TRUE,500
Munchies,"Aashirvaad Superior MP Whole Wheat Atta",53.00,1,0,52.00,1000,TRUE,1
Munchies,"Fortune Soyabean Oil",210.00,13,0,181.00,1000,TRUE,1
Munchies,"Maggi Masala Ae Magic",58.00,6,0,54.00,72,TRUE,72
Munchies,"Aashirvaad Iodised Salt",22.00,13,0,19.00,1000,TRUE,1
Munchies,"Maggi 2-Minute Instant Noodles - Masala",44.00,0,0,44.00,280,TRUE,280
Munchies,"Popular Essentials Phool Makhana (Jumbo Size)",150.00,14,0,128.00,100,TRUE,100
Munchies,"Aashirvaad Atta With Mutigrains",315.00,8,0,287.00,5000,TRUE,5
Munchies,"Tata Sampann Poha",44.00,6,0,41.00,500,TRUE,500
Munchies,"Fortune Besan Flour",120.00,0,0,120.00,1000,TRUE,1
Munchies,"Popular Essentials Toor Dal (Un-Polished)",80.00,7,0,74.00,500,TRUE,500
Munchies,"Everest Tikhalal Hot & Red Chilly Powder",47.00,2,0,46.00,100,TRUE,100
Munchies,"Popular Essentials Chia Seeds",50.00,2,0,49.00,100,TRUE,100
Munchies,"Tata Sampann Unpolished Toor Dal/Arhar Dal",179.00,1,0,177.00,1000,TRUE,200
Munchies,"Everest Coriander Powder",32.00,3,0,31.00,100,TRUE,100
Munchies,"Satyam Thin Poha Patla",38.00,7,0,35.00,500,TRUE,500
Munchies,"Popular Essentials Sona Masouri Raw Rice",75.00,0,0,75.00,1000,TRUE,1
Munchies,"Tata Sampann High Protien Chana Dal - Split",64.00,0,0,64.00,500,TRUE,500
Munchies,"Satyam Singdana",119.00,6,0,111.00,500,TRUE,500
Munchies,"Tata Sampann Moong Chilka",88.00,6,0,82.00,500,TRUE,500
Munchies,"Tata Sampann High Protien Toor Dal - Split",91.00,2,0,89.00,500,TRUE,500
Munchies,"Ching's Chow Mein Hakka Noodles Masala",10.00,0,0,10.00,20,TRUE,20
Munchies,"Everest Chat Masala",65.00,9,0,59.00,100,TRUE,100
Munchies,"Popular Essentials Black Brown Chana (Un-Polished)",55.00,9,0,50.00,500,TRUE,500
Munchies,"Dabur Ginger Garlic Paste",50.00,6,0,47.00,200,TRUE,200
Munchies,"Ching's Secret Veg Hakka Noodles",107.00,0,0,107.00,600,TRUE,600
Munchies,"Saffola Oats 100 % Natural",15.00,0,0,15.00,38,TRUE,38
Munchies,"Everest Kashmiri Lal Chilli Powder",310.00,10,0,279.00,500,TRUE,500
Munchies,"Popular Essentials Black Raisins Seedless",60.00,10,0,54.00,100,TRUE,100
Munchies,"Daawat Rozana Super Basmati Rice",79.00,0,0,79.00,1000,TRUE,1
Munchies,"Everest Cumin Powder (Jeera)",30.00,3,0,29.00,50,TRUE,50
Munchies,"Everest Sambhar Masala",34.00,2,0,33.00,50,TRUE,50
Munchies,"Maggi Chilly Chow Cuppa Noodles",50.00,0,0,50.00,70,TRUE,70
Munchies,"Popular Essentials Mustard Seeds Rai Big",20.00,0,0,20.00,100,TRUE,100
Munchies,"Patanjali Cow's Ghee",565.00,0,0,565.00,1000,TRUE,1
Munchies,"Everest Amchur Powder",42.00,2,0,41.00,50,TRUE,50
Munchies,"Daawat Super Basmati Rice",185.00,8,0,169.00,1000,TRUE,1
Munchies,"Popular Essentials Sabudana",60.00,10,0,54.00,500,TRUE,500
Munchies,"Popular Essentials Brown Sugar",40.00,0,0,40.00,500,TRUE,500
Munchies,"Everest Coriander Powder",70.00,10,0,63.00,200,TRUE,200
Munchies,"Sunfeast Yippee! Magic Masala Noodles",48.00,6,0,45.00,240,TRUE,240
Munchies,"Tata Tea Gold",35.00,0,0,35.00,100,TRUE,200
Munchies,"Daawat Rozana Gold Basmati Rice",90.00,1,0,89.00,1000,TRUE,1
Munchies,"Top Ramen Masala",91.00,9,0,82.00,560,TRUE,560
Munchies,"Everest Turmeric Powder",67.00,10,0,60.00,200,TRUE,200
Munchies,"Popular Essentials Buckwheat Flour (Kuttu Atta)",125.00,9,0,113.00,500,TRUE,500
Munchies,"Keya Italian Pizza Oregano",109.00,11,0,97.00,80,TRUE,80
Munchies,"Chef's Basket Durum Wheat Penne Pasta",160.00,50,0,80.00,500,TRUE,500
Munchies,"Tata Sampann Kala Chana",125.00,0,0,125.00,1000,TRUE,1
Munchies,"India Gate Basmati Rice",210.00,0,0,210.00,1000,TRUE,1
Munchies,"24 Mantra Organic Whole Wheat Atta",64.00,7,0,59.00,1000,TRUE,1
Munchies,"Zorabian Chicken Kheema Parathas",190.00,0,0,190.00,300,TRUE,300
Munchies,"Sunfeast Pasta Treat Pack of Tomato Cheese",28.00,17,0,23.00,65,TRUE,65
Munchies,"Sugarlite 50% Less Calories Sugar Pouch",99.00,40,0,59.00,500,TRUE,500
Munchies,"Popular Essentials Sabja/Basil Seeds",60.00,15,0,51.00,100,TRUE,100
Munchies,"Patanjali Pure Honey",95.00,0,0,95.00,250,TRUE,250
Munchies,"Weikfield Falooda Mix - Mango",49.00,2,0,48.00,200,TRUE,200
Munchies,"Pro Nature Organic Sonamasoori Brown Rice",102.00,7,0,94.00,1000,TRUE,1
Munchies,"Maggi Special Masala Spicy Yummy Noodles",72.00,0,0,72.00,280,TRUE,280
Munchies,"Godrej Yummiez Chicken Breakfast Salami",150.00,4,0,143.00,250,TRUE,250
Munchies,"Everest Saffron Kesar",120.00,0,0,120.00,1,TRUE,0
"Dairy, Bread & Batter","Mother Dairy Toned Milk Pouch",25.00,0,4,25.00,500,FALSE,500
"Dairy, Bread & Batter","Mother Dairy Classic Curd",30.00,3,6,29.00,400,FALSE,400
"Dairy, Bread & Batter","Mother Dairy Ultra Full Cream Milk",31.00,0,4,31.00,500,FALSE,500
"Dairy, Bread & Batter","Amul Butter - Pasteurised",50.00,2,6,49.00,100,FALSE,100
"Dairy, Bread & Batter","Britannia Sandwich White Bread",33.00,0,4,33.00,350,FALSE,350
"Dairy, Bread & Batter","iD Curd Pouch",35.00,2,6,34.00,400,FALSE,400
"Dairy, Bread & Batter","iD Idli & Dosa Batter",80.00,15,6,68.00,1000,FALSE,1
"Dairy, Bread & Batter","Britannia 100% Whole Wheat Bread",45.00,0,4,45.00,450,FALSE,450
"Dairy, Bread & Batter","Britannia Healthy Slice Sandwich Bread",40.00,0,4,40.00,450,FALSE,450
"Dairy, Bread & Batter","Gowardhan Classic Block Fresh Paneer",89.00,8,6,81.00,200,FALSE,200
"Dairy, Bread & Batter","Amul Processed Cheese Cubes",106.00,4,6,101.00,200,FALSE,200
"Dairy, Bread & Batter","Britannia Pav",22.00,0,4,22.00,250,FALSE,250
"Dairy, Bread & Batter","Amul Butter - Pasteurised",245.00,2,6,240.00,500,FALSE,500
"Dairy, Bread & Batter","Arden Eggs White",97.00,0,4,97.00,696,FALSE,12
"Dairy, Bread & Batter","Arden Eggs White",65.00,15,4,55.00,348,FALSE,6
"Dairy, Bread & Batter","Nestle A+ Nourish Dahi",35.00,2,6,34.00,200,FALSE,200
"Dairy, Bread & Batter","Britannia Burger Bun with Sesame Seed",15.00,0,4,15.00,100,FALSE,100
"Dairy, Bread & Batter","Amul Frozen Malai Paneer",75.00,2,6,73.00,200,FALSE,200
"Dairy, Bread & Batter","iD Natural Paneer",105.00,5,6,99.00,200,FALSE,200
"Dairy, Bread & Batter","Britannia Fruit Bun",17.00,0,3,17.00,100,FALSE,100
"Dairy, Bread & Batter","Amul Cheese - Processed Slices",122.00,1,6,120.00,200,FALSE,200
"Dairy, Bread & Batter","iD Curd Cup",60.00,0,6,60.00,400,FALSE,400
"Dairy, Bread & Batter","The Bake Shop Premium White Sandwich Bread",30.00,0,1,30.00,400,FALSE,400
"Dairy, Bread & Batter","Britannia Multigrain Bread",55.00,0,4,55.00,400,FALSE,400
"Dairy, Bread & Batter","Amul Processed Cheese Block",106.00,0,6,106.00,200,FALSE,200
"Dairy, Bread & Batter","Nestle A+ Nourish Dahi",70.00,2,6,68.00,400,FALSE,400
"Dairy, Bread & Batter","Arden Eggs Brown",85.00,7,4,79.00,348,FALSE,6
"Dairy, Bread & Batter","Epigamia Misti Doi",30.00,0,6,30.00,85,FALSE,85
"Dairy, Bread & Batter","Amul Cheese - Block",245.00,2,6,240.00,500,FALSE,500
"Dairy, Bread & Batter","Amul Butter - Pasteurised (School Pack)",59.00,3,6,57.00,100,FALSE,100
"Dairy, Bread & Batter","Britannia Brown Bread",42.00,0,4,42.00,400,FALSE,400
"Dairy, Bread & Batter","Amul Fresh Cream",197.00,3,3,191.00,1000,FALSE,1
"Dairy, Bread & Batter","Epigamia Natural Greek Yogurt",45.00,0,6,45.00,90,FALSE,90
"Dairy, Bread & Batter","The Bake Shop Pizza Base",30.00,0,1,30.00,150,FALSE,150
"Dairy, Bread & Batter","Amul Delicious Fat Spread - Cholesterol Free",18.00,5,6,17.00,100,FALSE,100
"Dairy, Bread & Batter","D'lecta Dairy Cream",54.00,5,6,51.00,200,FALSE,200
"Dairy, Bread & Batter","Nestle A+ Actiplus Probiotic Dahi Plain Curd",78.00,3,5,75.00,400,FALSE,400
"Dairy, Bread & Batter","Bio Nutrients Pure Diet Tofu Gold",60.00,5,5,57.00,200,FALSE,200
"Dairy, Bread & Batter","Amul Delicious Fat Spread - Cholesterol Free",88.00,2,2,86.00,500,FALSE,500
"Dairy, Bread & Batter","Amul Mithai Mate Condensed Sweetened Milk",56.00,3,4,54.00,200,FALSE,200
"Dairy, Bread & Batter","Arden Desi Eggs",110.00,13,4,95.00,348,FALSE,6
"Dairy, Bread & Batter","Amul Cheese - Pepper",85.00,3,6,82.00,200,FALSE,200
"Dairy, Bread & Batter","Amul Cheese Spread Creamy",85.00,5,6,80.00,180,FALSE,180
"Dairy, Bread & Batter","The Bake Shop Foot Long",40.00,0,1,40.00,200,FALSE,200
"Dairy, Bread & Batter","Amul Cheese Slices",360.00,0,1,359.00,750,FALSE,750
"Dairy, Bread & Batter","Suguna Sharp Egg",72.00,13,3,62.00,348,FALSE,6
"Dairy, Bread & Batter","Amul Cheese Sauce Mexican Salsa",75.00,4,1,72.00,200,FALSE,200
"Dairy, Bread & Batter","Nestle Everyday Dairy Whitener",210.00,0,4,210.00,400,FALSE,400
"Dairy, Bread & Batter","Amul Pizza Cheese Processed",109.00,4,6,104.00,200,FALSE,200
"Dairy, Bread & Batter","Betty Crocker Complete Pancake Mix Original",110.00,4,6,105.00,250,FALSE,500
"Dairy, Bread & Batter","Amul Lite Spread",40.00,2,5,39.00,100,FALSE,100
"Dairy, Bread & Batter","Go Cheese Slice - Plain",140.00,5,6,133.00,200,FALSE,200
"Dairy, Bread & Batter","Pillsbury Choco Chip Pancake Mix",99.00,5,6,94.00,165,FALSE,165
"Dairy, Bread & Batter","RRO Sour Cream",275.00,50,4,137.00,200,FALSE,200
"Dairy, Bread & Batter","D'lecta Natural Feta Cheese Block",100.00,5,4,95.00,100,FALSE,100
"Dairy, Bread & Batter","Suguna Active - DHA",72.00,13,4,62.00,348,FALSE,6
"Dairy, Bread & Batter","Go Cheese Processed Angles Plain",100.00,5,6,95.00,160,FALSE,160
"Dairy, Bread & Batter","Epigamia Greek Yogurt - Natural",200.00,0,1,200.00,400,FALSE,400
"Dairy, Bread & Batter","Amul Unsalted Cooking Butter",245.00,2,6,238.00,500,FALSE,500
"Dairy, Bread & Batter","The Whole Truth Dark Chocolate Peanut Butter - Creamy",235.00,25,6,174.00,325,FALSE,325
"Dairy, Bread & Batter","The Laughing Cow Cheese Slices",155.00,0,2,155.00,200,FALSE,200
"Dairy, Bread & Batter","Epigamia Almond Milk Unsweetened Dairy Free",300.00,33,4,199.00,1000,FALSE,1
"Dairy, Bread & Batter","Go Cheese  Spread Plain",99.00,5,6,94.00,200,FALSE,200
"Dairy, Bread & Batter","So Good Almond Milk - Natural Unsweetened",70.00,0,4,70.00,200,FALSE,200
"Dairy, Bread & Batter","Amul Cheese Sauce Jalapeno",75.00,0,5,75.00,200,FALSE,200
"Dairy, Bread & Batter","D'lecta Cream Cheese",169.00,4,4,161.00,150,FALSE,150
"Dairy, Bread & Batter","Dlecta Natural Cheddar Slices",199.00,5,6,189.00,200,FALSE,200
"Dairy, Bread & Batter","Suguna Heart- Omega3",72.00,13,4,62.00,348,FALSE,6
"Dairy, Bread & Batter","Go Cheese Spread - Garlic",99.00,5,6,94.00,200,FALSE,200
"Dairy, Bread & Batter","Go Pizza Cheese",140.00,5,6,133.00,200,FALSE,200
"Dairy, Bread & Batter","RRO Cheddar Block Cheese",295.00,50,6,147.00,200,FALSE,200
"Dairy, Bread & Batter","The Whole Truth Peanut Butter With Dates - Creamy No Sugar",215.00,9,6,194.00,325,FALSE,325
"Dairy, Bread & Batter","Suguna Fit Egg",120.00,43,4,68.00,348,FALSE,6
"Dairy, Bread & Batter","Pantai Coconut Cream",150.00,4,4,143.00,400,FALSE,400
"Dairy, Bread & Batter","RRO Fresh Ricotta",275.00,50,6,137.00,200,FALSE,200
"Dairy, Bread & Batter","Dlecta Cheese Cubes 2",145.00,5,6,137.00,200,FALSE,200
"Dairy, Bread & Batter","RRO Mozzarella Pizza Cheese",275.00,50,6,137.00,200,FALSE,200
"Dairy, Bread & Batter","The Laughing Cow Cheese Cubes",150.00,0,4,150.00,200,FALSE,200
"Dairy, Bread & Batter","Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened",229.00,10,6,206.00,400,FALSE,400
"Dairy, Bread & Batter","RRO Burrata Cheese",250.00,50,4,125.00,200,FALSE,200
"Dairy, Bread & Batter","The Whole Truth Dark Chocolate Peanut Butter - Crunchy",235.00,20,5,188.00,325,FALSE,325
"Dairy, Bread & Batter","Go Cheese Processed Squares",125.00,5,6,118.00,200,FALSE,200
"Dairy, Bread & Batter","Funfoods Peanut Butter Crunchy",169.00,7,1,156.00,400,FALSE,400
"Dairy, Bread & Batter","Amul Safed Makkhan",235.00,1,6,232.00,500,FALSE,500
"Dairy, Bread & Batter","Go Cheese Spread - Four Pepper (Soft & Creamy)",99.00,5,6,94.00,200,FALSE,200
"Dairy, Bread & Batter","Dlicia Whip Topping Bottle",235.00,27,5,171.00,1000,FALSE,1
"Dairy, Bread & Batter","Amulya Dairy Whitener",380.00,2,4,372.00,1000,FALSE,1
"Dairy, Bread & Batter","Laughing Cow Cheese 8 Portion 120Gm Imported",110.00,0,6,110.00,120,FALSE,120
"Dairy, Bread & Batter","The Whole Truth Peanut Butter - Sweetened & Crunchy",215.00,20,6,172.00,325,FALSE,325
"Dairy, Bread & Batter","Go Processed Cheese Block",125.00,4,6,119.00,200,FALSE,200
"Dairy, Bread & Batter","Go Cheese Processed Block",249.00,4,6,237.00,400,FALSE,400
"Dairy, Bread & Batter","RRO Goat Milk Fetta Cheee",345.00,31,6,237.00,100,FALSE,100
"Dairy, Bread & Batter","RRO Mascarpone Cheese",355.00,50,6,177.00,200,FALSE,200
"Dairy, Bread & Batter","D'lecta Cheddar Cheese",199.00,5,6,189.00,200,FALSE,200
"Dairy, Bread & Batter","Funfoods Peanut Butter Creamy",169.00,0,1,169.00,400,FALSE,400
"Dairy, Bread & Batter","Pantai Coconut Milk",150.00,0,4,150.00,400,FALSE,400
"Dairy, Bread & Batter","Dlecta Cheese Block",145.00,0,6,145.00,200,FALSE,200
"Dairy, Bread & Batter","President Butter - Salted",54.00,0,6,54.00,100,FALSE,100
"Dairy, Bread & Batter","The Laughing Cow Plain Processed Cheese Block",150.00,0,6,150.00,200,FALSE,200
"Dairy, Bread & Batter","Yoga Bar Peanut Butter Dark Chocolate Jar",249.00,0,4,249.00,400,FALSE,400
"Dairy, Bread & Batter","The Laughing Cow Cheese Spread Plain",110.00,0,6,110.00,180,FALSE,180
"Dairy, Bread & Batter","Amul Malai Paneer Fresh",76.00,3,0,73.00,200,TRUE,200
"Dairy, Bread & Batter","Amul Taaza Toned Homogenised Milk",66.00,3,0,64.00,1000,TRUE,1
"Dairy, Bread & Batter","Amul Fresh Cream",63.00,0,0,63.00,250,TRUE,250
"Dairy, Bread & Batter","Amul Lactose Free Milk",25.00,4,0,24.00,250,TRUE,250
"Dairy, Bread & Batter","The Bake Shop Whole Wheat Bread",40.00,0,0,40.00,400,TRUE,400
"Dairy, Bread & Batter","Amul Slim Trim Skimmed Milk",75.00,0,0,75.00,1000,TRUE,1
"Dairy, Bread & Batter","Amul Cheese Slices",71.00,1,0,70.00,100,TRUE,100
"Dairy, Bread & Batter","Amul Pizza Cheese - Mozzarella",100.00,1,0,99.00,200,TRUE,200
"Dairy, Bread & Batter","The Bake Shop Pizza Base Whole Wheat",30.00,0,0,30.00,150,TRUE,150
"Dairy, Bread & Batter","Nestle A+ Slim Dahi - Low Fat",78.00,3,0,75.00,400,TRUE,400
"Dairy, Bread & Batter","Britannia Cheese Garlic Bread",35.00,0,0,35.00,300,TRUE,300
"Dairy, Bread & Batter","The Bake Shop Whole Wheat Ladi Pav",40.00,0,0,40.00,200,TRUE,200
"Dairy, Bread & Batter","Amul Cheese Spread Yummy Plain",85.00,0,0,85.00,200,TRUE,200
"Dairy, Bread & Batter","Britannia Atta Kulcha",30.00,0,0,30.00,250,TRUE,250
"Dairy, Bread & Batter","Suguna Nourish Egg",62.00,0,0,62.00,696,TRUE,12
"Dairy, Bread & Batter","The Bake Shop Multi Grain Bread",65.00,0,0,65.00,400,TRUE,400
"Dairy, Bread & Batter","Nestle A+ Slim Milk",89.00,0,0,89.00,1000,TRUE,1
"Dairy, Bread & Batter","Go Cheese Pizza Blend Mozzarella + Cheddar",125.00,5,0,118.00,200,TRUE,200
"Dairy, Bread & Batter","The Whole Truth Peanut Butter - Unsweetened & Crunchy",185.00,20,0,148.00,325,TRUE,325
"Dairy, Bread & Batter","Amul Cheese Spread Spicy Garlic",85.00,3,0,82.00,200,TRUE,200
"Dairy, Bread & Batter","The Bake Shop Burger Buns",20.00,0,0,20.00,100,TRUE,100
"Dairy, Bread & Batter","D'lecta Shredded Mozzarella Cheese",100.00,5,0,95.00,140,TRUE,140
"Dairy, Bread & Batter","Britannia Burger Bun with Sesame Seed",30.00,0,0,30.00,200,TRUE,200
"Dairy, Bread & Batter","Suguna Vitamin D Egg",75.00,17,0,62.00,348,TRUE,6
"Dairy, Bread & Batter","Pillsbury Pancake Mix - Funfetti",99.00,11,0,88.00,162,TRUE,162
"Dairy, Bread & Batter","Prabhat Malai Paneer Pouch",80.00,0,0,80.00,200,TRUE,200
"Dairy, Bread & Batter","Suguna Nourish Egg",72.00,16,0,60.00,348,TRUE,6
"Dairy, Bread & Batter","RRO Mozzarella Block Cheese",295.00,50,0,147.00,200,TRUE,200
Beverages,"Mother Dairy Toned Milk Pouch",25.00,0,4,25.00,500,FALSE,500
Beverages,"Mother Dairy Classic Curd",30.00,3,6,29.00,400,FALSE,400
Beverages,"Mother Dairy Ultra Full Cream Milk",31.00,0,4,31.00,500,FALSE,500
Beverages,"Amul Butter - Pasteurised",50.00,2,6,49.00,100,FALSE,100
Beverages,"Britannia Sandwich White Bread",33.00,0,4,33.00,350,FALSE,350
Beverages,"iD Curd Pouch",35.00,2,6,34.00,400,FALSE,400
Beverages,"iD Idli & Dosa Batter",80.00,15,6,68.00,1000,FALSE,1
Beverages,"Britannia 100% Whole Wheat Bread",45.00,0,4,45.00,450,FALSE,450
Beverages,"Britannia Healthy Slice Sandwich Bread",40.00,0,4,40.00,450,FALSE,450
Beverages,"Gowardhan Classic Block Fresh Paneer",89.00,8,6,81.00,200,FALSE,200
Beverages,"Amul Processed Cheese Cubes",106.00,4,6,101.00,200,FALSE,200
Beverages,"Britannia Pav",22.00,0,4,22.00,250,FALSE,250
Beverages,"Amul Butter - Pasteurised",245.00,2,6,240.00,500,FALSE,500
Beverages,"Arden Eggs White",97.00,0,4,97.00,696,FALSE,12
Beverages,"Arden Eggs White",65.00,15,4,55.00,348,FALSE,6
Beverages,"Nestle A+ Nourish Dahi",35.00,2,6,34.00,200,FALSE,200
Beverages,"Britannia Burger Bun with Sesame Seed",15.00,0,4,15.00,100,FALSE,100
Beverages,"Amul Frozen Malai Paneer",75.00,2,6,73.00,200,FALSE,200
Beverages,"iD Natural Paneer",105.00,5,6,99.00,200,FALSE,200
Beverages,"Britannia Fruit Bun",17.00,0,3,17.00,100,FALSE,100
Beverages,"Amul Cheese - Processed Slices",122.00,1,6,120.00,200,FALSE,200
Beverages,"iD Curd Cup",60.00,0,6,60.00,400,FALSE,400
Beverages,"The Bake Shop Premium White Sandwich Bread",30.00,0,1,30.00,400,FALSE,400
Beverages,"Britannia Multigrain Bread",55.00,0,4,55.00,400,FALSE,400
Beverages,"Amul Processed Cheese Block",106.00,0,6,106.00,200,FALSE,200
Beverages,"Nestle A+ Nourish Dahi",70.00,2,6,68.00,400,FALSE,400
Beverages,"Arden Eggs Brown",85.00,7,4,79.00,348,FALSE,6
Beverages,"Epigamia Misti Doi",30.00,0,6,30.00,85,FALSE,85
Beverages,"Amul Cheese - Block",245.00,2,6,240.00,500,FALSE,500
Beverages,"Amul Butter - Pasteurised (School Pack)",59.00,3,6,57.00,100,FALSE,100
Beverages,"Britannia Brown Bread",42.00,0,4,42.00,400,FALSE,400
Beverages,"Amul Fresh Cream",197.00,3,3,191.00,1000,FALSE,1
Beverages,"Epigamia Natural Greek Yogurt",45.00,0,6,45.00,90,FALSE,90
Beverages,"The Bake Shop Pizza Base",30.00,0,1,30.00,150,FALSE,150
Beverages,"Amul Delicious Fat Spread - Cholesterol Free",18.00,5,6,17.00,100,FALSE,100
Beverages,"D'lecta Dairy Cream",54.00,5,6,51.00,200,FALSE,200
Beverages,"Nestle A+ Actiplus Probiotic Dahi Plain Curd",78.00,3,5,75.00,400,FALSE,400
Beverages,"Bio Nutrients Pure Diet Tofu Gold",60.00,5,5,57.00,200,FALSE,200
Beverages,"Amul Delicious Fat Spread - Cholesterol Free",88.00,2,2,86.00,500,FALSE,500
Beverages,"Amul Mithai Mate Condensed Sweetened Milk",56.00,3,4,54.00,200,FALSE,200
Beverages,"Arden Desi Eggs",110.00,13,4,95.00,348,FALSE,6
Beverages,"Amul Cheese - Pepper",85.00,3,6,82.00,200,FALSE,200
Beverages,"Amul Cheese Spread Creamy",85.00,5,6,80.00,180,FALSE,180
Beverages,"The Bake Shop Foot Long",40.00,0,1,40.00,200,FALSE,200
Beverages,"Amul Cheese Slices",360.00,0,1,359.00,750,FALSE,750
